Date,Product,Demand,Inventory,Price,Promotion,Festival,Temperature,Month,Weekday,Season
2024-02-18,Makhana,131,550,292,0,0,30,2,Sunday,Winter
2024-02-19,Makhana,115,435,316,0,0,21,2,Monday,Winter
2024-02-20,Makhana,139,296,252,1,0,30,2,Tuesday,Winter
2024-02-21,Makhana,120,176,253,0,0,35,2,Wednesday,Winter
2024-02-22,Makhana,116,830,264,0,0,32,2,Thursday,Winter
2024-02-23,Makhana,145,685,271,1,0,34,2,Friday,Winter
2024-02-24,Makhana,132,553,218,0,0,34,2,Saturday,Winter
2024-02-25,Makhana,142,411,289,1,0,22,2,Sunday,Winter
2024-02-26,Makhana,116,295,219,0,0,28,2,Monday,Winter
2024-02-27,Makhana,117,178,241,0,0,18,2,Tuesday,Winter
2024-02-28,Makhana,116,699,273,0,0,33,2,Wednesday,Winter
2024-02-29,Makhana,132,567,242,1,0,30,2,Thursday,Winter
2024-03-01,Makhana,117,450,281,0,0,18,3,Friday,Summer
2024-03-02,Makhana,136,314,252,0,0,23,3,Saturday,Summer
2024-03-03,Makhana,131,183,216,0,0,26,3,Sunday,Summer
2024-03-04,Makhana,125,615,264,0,0,19,3,Monday,Summer
2024-03-05,Makhana,120,495,293,0,0,28,3,Tuesday,Summer
2024-03-06,Makhana,139,356,277,1,0,28,3,Wednesday,Summer
2024-03-07,Makhana,118,238,314,0,0,28,3,Thursday,Summer
2024-03-08,Makhana,118,861,308,0,0,20,3,Friday,Summer
2024-03-09,Makhana,136,725,264,0,0,33,3,Saturday,Summer
2024-03-10,Makhana,131,594,288,0,0,32,3,Sunday,Summer
2024-03-11,Makhana,117,477,248,0,0,18,3,Monday,Summer
2024-03-12,Makhana,125,352,235,0,0,27,3,Tuesday,Summer
2024-03-13,Makhana,119,233,240,0,0,37,3,Wednesday,Summer
2024-03-14,Makhana,145,623,225,1,0,22,3,Thursday,Summer
2024-03-15,Makhana,115,508,285,0,0,24,3,Friday,Summer
2024-03-16,Makhana,131,377,185,0,0,36,3,Saturday,Summer
2024-03-17,Makhana,133,244,297,0,0,22,3,Sunday,Summer
2024-03-18,Makhana,115,941,255,0,0,33,3,Monday,Summer
2024-03-19,Makhana,123,818,208,0,0,32,3,Tuesday,Summer
2024-03-20,Makhana,118,700,291,0,0,30,3,Wednesday,Summer
2024-03-21,Makhana,122,578,264,0,0,19,3,Thursday,Summer
2024-03-22,Makhana,116,462,273,0,0,18,3,Friday,Summer
2024-03-23,Makhana,132,330,301,0,0,27,3,Saturday,Summer
2024-03-24,Makhana,133,197,207,0,0,28,3,Sunday,Summer
2024-03-25,Makhana,121,693,226,0,0,36,3,Monday,Summer
2024-03-26,Makhana,122,571,251,0,0,28,3,Tuesday,Summer
2024-03-27,Makhana,115,456,198,0,0,20,3,Wednesday,Summer
2024-03-28,Makhana,124,332,277,0,0,36,3,Thursday,Summer
2024-03-29,Makhana,115,217,272,0,0,33,3,Friday,Summer
2024-03-30,Makhana,129,658,307,0,0,34,3,Saturday,Summer
2024-03-31,Makhana,129,529,186,0,0,34,3,Sunday,Summer
2024-04-01,Makhana,127,402,241,1,0,34,4,Monday,Summer
2024-04-02,Makhana,139,263,208,1,0,28,4,Tuesday,Summer
2024-04-03,Makhana,123,759,233,0,0,26,4,Wednesday,Summer
2024-04-04,Makhana,123,636,265,0,0,33,4,Thursday,Summer
2024-04-05,Makhana,117,519,297,0,0,26,4,Friday,Summer
2024-04-06,Makhana,131,388,194,0,0,20,4,Saturday,Summer
2024-04-07,Makhana,135,253,307,0,0,33,4,Sunday,Summer
2024-04-08,Makhana,122,834,201,0,0,23,4,Monday,Summer
2024-04-09,Makhana,122,712,215,0,0,32,4,Tuesday,Summer
2024-04-10,Makhana,123,589,228,0,0,30,4,Wednesday,Summer
2024-04-11,Makhana,120,469,258,0,0,37,4,Thursday,Summer
2024-04-12,Makhana,146,323,246,1,0,36,4,Friday,Summer
2024-04-13,Makhana,132,191,238,0,0,21,4,Saturday,Summer
2024-04-14,Makhana,136,940,275,0,0,28,4,Sunday,Summer
2024-04-15,Makhana,115,825,316,0,0,19,4,Monday,Summer
2024-04-16,Makhana,123,702,315,0,0,26,4,Tuesday,Summer
2024-04-17,Makhana,119,583,291,0,0,30,4,Wednesday,Summer
2024-04-18,Makhana,124,459,278,0,0,22,4,Thursday,Summer
2024-04-19,Makhana,125,334,250,0,0,26,4,Friday,Summer
2024-04-20,Makhana,128,206,310,0,0,21,4,Saturday,Summer
2024-04-21,Makhana,137,900,241,0,0,27,4,Sunday,Summer
2024-04-22,Makhana,125,775,233,0,0,33,4,Monday,Summer
2024-04-23,Makhana,125,650,236,0,0,25,4,Tuesday,Summer
2024-04-24,Makhana,116,534,273,0,0,29,4,Wednesday,Summer
2024-04-25,Makhana,125,409,259,0,0,34,4,Thursday,Summer
2024-04-26,Makhana,116,293,319,0,0,36,4,Friday,Summer
2024-04-27,Makhana,132,161,307,0,0,23,4,Saturday,Summer
2024-04-28,Makhana,136,697,240,0,0,18,4,Sunday,Summer
2024-04-29,Makhana,140,557,289,1,0,30,4,Monday,Summer
2024-04-30,Makhana,121,436,201,0,0,27,4,Tuesday,Summer
2024-05-01,Makhana,118,318,202,0,0,23,5,Wednesday,Summer
2024-05-02,Makhana,124,194,280,0,0,37,5,Thursday,Summer
2024-05-03,Makhana,122,634,180,0,0,22,5,Friday,Summer
2024-05-04,Makhana,132,502,275,0,0,20,5,Saturday,Summer
2024-05-05,Makhana,128,374,313,0,0,31,5,Sunday,Summer
2024-05-06,Makhana,140,234,283,1,0,30,5,Monday,Summer
2024-05-07,Makhana,135,780,254,1,0,18,5,Tuesday,Summer
2024-05-08,Makhana,120,660,206,0,0,37,5,Wednesday,Summer
2024-05-09,Makhana,149,511,240,1,0,27,5,Thursday,Summer
2024-05-10,Makhana,125,386,274,0,0,32,5,Friday,Summer
2024-05-11,Makhana,155,231,227,1,0,20,5,Saturday,Summer
2024-05-12,Makhana,135,951,293,0,0,34,5,Sunday,Summer
2024-05-13,Makhana,125,826,278,0,0,20,5,Monday,Summer
2024-05-14,Makhana,119,707,304,0,0,27,5,Tuesday,Summer
2024-05-15,Makhana,118,589,240,0,0,36,5,Wednesday,Summer
2024-05-16,Makhana,124,465,240,0,0,28,5,Thursday,Summer
2024-05-17,Makhana,117,348,266,0,0,28,5,Friday,Summer
2024-05-18,Makhana,128,220,238,0,0,22,5,Saturday,Summer
2024-05-19,Makhana,126,763,311,0,0,34,5,Sunday,Summer
2024-05-20,Makhana,123,640,193,0,0,28,5,Monday,Summer
2024-05-21,Makhana,140,500,234,1,0,35,5,Tuesday,Summer
2024-05-22,Makhana,125,375,200,0,0,29,5,Wednesday,Summer
2024-05-23,Makhana,123,252,238,0,0,26,5,Thursday,Summer
2024-05-24,Makhana,120,695,262,0,0,18,5,Friday,Summer
2024-05-25,Makhana,136,559,272,0,0,31,5,Saturday,Summer
2024-05-26,Makhana,124,435,298,0,0,28,5,Sunday,Summer
2024-05-27,Makhana,122,313,297,0,0,37,5,Monday,Summer
2024-05-28,Makhana,136,177,269,1,0,30,5,Tuesday,Summer
2024-05-29,Makhana,119,583,245,0,0,21,5,Wednesday,Summer
2024-05-30,Makhana,122,461,222,0,0,37,5,Thursday,Summer
2024-05-31,Makhana,122,339,307,0,0,37,5,Friday,Summer
2024-06-01,Makhana,136,203,186,0,0,33,6,Saturday,Monsoon
2024-06-02,Makhana,134,747,267,0,0,26,6,Sunday,Monsoon
2024-06-03,Makhana,124,623,298,0,0,25,6,Monday,Monsoon
2024-06-04,Makhana,134,489,303,1,0,24,6,Tuesday,Monsoon
2024-06-05,Makhana,115,374,196,0,0,27,6,Wednesday,Monsoon
2024-06-06,Makhana,139,235,277,1,0,35,6,Thursday,Monsoon
2024-06-07,Makhana,124,660,213,0,0,37,6,Friday,Monsoon
2024-06-08,Makhana,147,513,263,1,0,20,6,Saturday,Monsoon
2024-06-09,Makhana,134,379,251,0,0,25,6,Sunday,Monsoon
2024-06-10,Makhana,121,258,283,0,0,28,6,Monday,Monsoon
2024-06-11,Makhana,122,674,272,0,0,27,6,Tuesday,Monsoon
2024-06-12,Makhana,118,556,304,0,0,30,6,Wednesday,Monsoon
2024-06-13,Makhana,119,437,205,0,0,21,6,Thursday,Monsoon
2024-06-14,Makhana,120,317,306,0,0,19,6,Friday,Monsoon
2024-06-15,Makhana,133,184,189,0,0,25,6,Saturday,Monsoon
2024-06-16,Makhana,136,860,244,0,0,27,6,Sunday,Monsoon
2024-06-17,Makhana,119,741,188,0,0,30,6,Monday,Monsoon
2024-06-18,Makhana,116,625,294,0,0,29,6,Tuesday,Monsoon
2024-06-19,Makhana,124,501,194,0,0,32,6,Wednesday,Monsoon
2024-06-20,Makhana,121,380,192,0,0,34,6,Thursday,Monsoon
2024-06-21,Makhana,122,258,261,0,0,30,6,Friday,Monsoon
2024-06-22,Makhana,136,669,250,0,0,20,6,Saturday,Monsoon
2024-06-23,Makhana,130,539,268,0,0,25,6,Sunday,Monsoon
2024-06-24,Makhana,115,424,313,0,0,36,6,Monday,Monsoon
2024-06-25,Makhana,124,300,193,0,0,21,6,Tuesday,Monsoon
2024-06-26,Makhana,142,158,256,1,0,23,6,Wednesday,Monsoon
2024-06-27,Makhana,122,666,232,0,0,20,6,Thursday,Monsoon
2024-06-28,Makhana,116,550,275,0,0,23,6,Friday,Monsoon
2024-06-29,Makhana,138,412,185,0,0,31,6,Saturday,Monsoon
2024-06-30,Makhana,147,265,238,1,0,22,6,Sunday,Monsoon
2024-07-01,Makhana,123,928,306,0,0,26,7,Monday,Monsoon
2024-07-02,Makhana,124,804,263,0,0,24,7,Tuesday,Monsoon
2024-07-03,Makhana,118,686,192,0,0,30,7,Wednesday,Monsoon
2024-07-04,Makhana,128,558,199,1,0,37,7,Thursday,Monsoon
2024-07-05,Makhana,120,438,308,0,0,32,7,Friday,Monsoon
2024-07-06,Makhana,130,308,288,0,0,31,7,Saturday,Monsoon
2024-07-07,Makhana,139,169,290,0,0,30,7,Sunday,Monsoon
2024-07-08,Makhana,115,799,195,0,0,19,7,Monday,Monsoon
2024-07-09,Makhana,115,684,209,0,0,24,7,Tuesday,Monsoon
2024-07-10,Makhana,129,555,192,1,0,28,7,Wednesday,Monsoon
2024-07-11,Makhana,119,436,291,0,0,34,7,Thursday,Monsoon
2024-07-12,Makhana,118,318,287,0,0,37,7,Friday,Monsoon
2024-07-13,Makhana,148,170,290,1,0,18,7,Saturday,Monsoon
2024-07-14,Makhana,133,676,211,0,0,32,7,Sunday,Monsoon
2024-07-15,Makhana,123,553,315,0,0,25,7,Monday,Monsoon
2024-07-16,Makhana,138,415,286,1,0,25,7,Tuesday,Monsoon
2024-07-17,Makhana,117,298,318,0,0,24,7,Wednesday,Monsoon
2024-07-18,Makhana,115,183,264,0,0,25,7,Thursday,Monsoon
2024-07-19,Makhana,137,737,281,1,0,22,7,Friday,Monsoon
2024-07-20,Makhana,133,604,294,0,0,28,7,Saturday,Monsoon
2024-07-21,Makhana,132,472,242,0,0,25,7,Sunday,Monsoon
2024-07-22,Makhana,148,324,196,1,0,23,7,Monday,Monsoon
2024-07-23,Makhana,120,204,207,0,0,19,7,Tuesday,Monsoon
2024-07-24,Makhana,119,652,294,0,0,37,7,Wednesday,Monsoon
2024-07-25,Makhana,115,537,222,0,0,21,7,Thursday,Monsoon
2024-07-26,Makhana,139,398,211,1,0,34,7,Friday,Monsoon
2024-07-27,Makhana,133,265,278,0,0,31,7,Saturday,Monsoon
2024-07-28,Makhana,130,731,227,0,0,25,7,Sunday,Monsoon
2024-07-29,Makhana,141,590,293,1,0,21,7,Monday,Monsoon
2024-07-30,Makhana,125,465,316,0,0,32,7,Tuesday,Monsoon
2024-07-31,Makhana,122,343,298,0,0,31,7,Wednesday,Monsoon
2024-08-01,Makhana,116,227,246,0,0,27,8,Thursday,Monsoon
2024-08-02,Makhana,137,912,189,1,0,36,8,Friday,Monsoon
2024-08-03,Makhana,161,751,292,1,0,32,8,Saturday,Monsoon
2024-08-04,Makhana,129,622,223,0,0,32,8,Sunday,Monsoon
2024-08-05,Makhana,116,506,263,0,0,29,8,Monday,Monsoon
2024-08-06,Makhana,139,367,291,1,0,18,8,Tuesday,Monsoon
2024-08-07,Makhana,116,251,310,0,0,37,8,Wednesday,Monsoon
2024-08-08,Makhana,136,867,295,1,0,23,8,Thursday,Monsoon
2024-08-09,Makhana,124,743,289,0,0,37,8,Friday,Monsoon
2024-08-10,Makhana,139,604,301,0,0,22,8,Saturday,Monsoon
2024-08-11,Makhana,157,447,270,1,0,35,8,Sunday,Monsoon
2024-08-12,Makhana,117,330,283,0,0,20,8,Monday,Monsoon
2024-08-13,Makhana,124,206,268,0,0,37,8,Tuesday,Monsoon
2024-08-14,Makhana,121,962,240,0,0,22,8,Wednesday,Monsoon
2024-08-15,Makhana,121,841,216,0,0,30,8,Thursday,Monsoon
2024-08-16,Makhana,119,722,252,0,0,33,8,Friday,Monsoon
2024-08-17,Makhana,126,596,209,0,0,28,8,Saturday,Monsoon
2024-08-18,Makhana,139,457,304,0,0,26,8,Sunday,Monsoon
2024-08-19,Makhana,124,333,210,0,0,37,8,Monday,Monsoon
2024-08-20,Makhana,115,218,201,0,0,25,8,Tuesday,Monsoon
2024-08-21,Makhana,127,612,258,1,0,34,8,Wednesday,Monsoon
2024-08-22,Makhana,122,490,196,0,0,34,8,Thursday,Monsoon
2024-08-23,Makhana,115,375,260,0,0,33,8,Friday,Monsoon
2024-08-24,Makhana,135,240,233,0,0,30,8,Saturday,Monsoon
2024-08-25,Makhana,130,806,239,0,0,23,8,Sunday,Monsoon
2024-08-26,Makhana,133,673,205,1,0,32,8,Monday,Monsoon
2024-08-27,Makhana,118,555,313,0,0,23,8,Tuesday,Monsoon
2024-08-28,Makhana,116,439,311,0,0,34,8,Wednesday,Monsoon
2024-08-29,Makhana,145,294,307,1,0,29,8,Thursday,Monsoon
2024-08-30,Makhana,117,177,242,0,0,28,8,Friday,Monsoon
2024-08-31,Makhana,127,671,279,0,0,20,8,Saturday,Monsoon
2024-09-01,Makhana,130,541,250,0,0,28,9,Sunday,Autumn
2024-09-02,Makhana,132,409,237,1,0,31,9,Monday,Autumn
2024-09-03,Makhana,118,291,219,0,0,33,9,Tuesday,Autumn
2024-09-04,Makhana,139,152,207,1,0,30,9,Wednesday,Autumn
2024-09-05,Makhana,117,705,315,0,0,32,9,Thursday,Autumn
2024-09-06,Makhana,121,584,224,0,0,19,9,Friday,Autumn
2024-09-07,Makhana,132,452,282,0,0,27,9,Saturday,Autumn
2024-09-08,Makhana,140,312,293,0,0,22,9,Sunday,Autumn
2024-09-09,Makhana,121,191,239,0,0,19,9,Monday,Autumn
2024-09-10,Makhana,145,667,273,1,0,23,9,Tuesday,Autumn
2024-09-11,Makhana,118,549,272,0,0,23,9,Wednesday,Autumn
2024-09-12,Makhana,116,433,194,0,0,25,9,Thursday,Autumn
2024-09-13,Makhana,123,310,185,0,0,33,9,Friday,Autumn
2024-09-14,Makhana,132,178,285,0,0,28,9,Saturday,Autumn
2024-09-15,Makhana,126,940,260,0,0,26,9,Sunday,Autumn
2024-09-16,Makhana,139,801,214,1,0,18,9,Monday,Autumn
2024-09-17,Makhana,121,680,190,0,0,30,9,Tuesday,Autumn
2024-09-18,Makhana,137,543,239,1,0,29,9,Wednesday,Autumn
2024-09-19,Makhana,115,428,197,0,0,34,9,Thursday,Autumn
2024-09-20,Makhana,123,305,202,0,0,27,9,Friday,Autumn
2024-09-21,Makhana,144,161,209,1,0,19,9,Saturday,Autumn
2024-09-22,Makhana,138,836,253,0,0,31,9,Sunday,Autumn
2024-09-23,Makhana,123,713,204,0,0,31,9,Monday,Autumn
2024-09-24,Makhana,116,597,189,0,0,20,9,Tuesday,Autumn
2024-09-25,Makhana,119,478,314,0,0,34,9,Wednesday,Autumn
2024-09-26,Makhana,116,362,255,0,0,27,9,Thursday,Autumn
2024-09-27,Makhana,147,215,195,1,0,34,9,Friday,Autumn
2024-09-28,Makhana,129,847,269,0,0,33,9,Saturday,Autumn
2024-09-29,Makhana,140,707,255,0,0,30,9,Sunday,Autumn
2024-09-30,Makhana,120,587,309,0,0,32,9,Monday,Autumn
2024-10-01,Makhana,165,422,303,1,1,29,10,Tuesday,Autumn
2024-10-02,Makhana,157,265,299,1,1,21,10,Wednesday,Autumn
2024-10-03,Makhana,160,680,272,1,1,32,10,Thursday,Autumn
2024-10-04,Makhana,146,534,250,0,1,30,10,Friday,Autumn
2024-10-05,Makhana,151,383,198,0,1,30,10,Saturday,Autumn
2024-10-06,Makhana,157,226,208,0,1,37,10,Sunday,Autumn
2024-10-07,Makhana,139,942,195,0,1,35,10,Monday,Autumn
2024-10-08,Makhana,146,796,241,0,1,21,10,Tuesday,Autumn
2024-10-09,Makhana,153,643,217,0,1,23,10,Wednesday,Autumn
2024-10-10,Makhana,150,493,188,0,1,21,10,Thursday,Autumn
2024-10-11,Makhana,147,346,201,0,1,21,10,Friday,Autumn
2024-10-12,Makhana,181,165,247,1,1,36,10,Saturday,Autumn
2024-10-13,Makhana,154,697,274,0,1,19,10,Sunday,Autumn
2024-10-14,Makhana,149,548,196,0,1,33,10,Monday,Autumn
2024-10-15,Makhana,152,396,286,0,1,18,10,Tuesday,Autumn
2024-10-16,Makhana,146,250,250,0,1,32,10,Wednesday,Autumn
2024-10-17,Makhana,144,652,271,0,1,18,10,Thursday,Autumn
2024-10-18,Makhana,151,501,203,0,1,21,10,Friday,Autumn
2024-10-19,Makhana,185,316,191,1,1,20,10,Saturday,Autumn
2024-10-20,Makhana,179,802,239,1,1,37,10,Sunday,Autumn
2024-10-21,Makhana,149,653,256,0,1,26,10,Monday,Autumn
2024-10-22,Makhana,147,506,201,0,1,37,10,Tuesday,Autumn
2024-10-23,Makhana,144,362,268,0,1,19,10,Wednesday,Autumn
2024-10-24,Makhana,153,209,189,0,1,19,10,Thursday,Autumn
2024-10-25,Makhana,149,683,244,0,1,36,10,Friday,Autumn
2024-10-26,Makhana,146,537,208,0,1,32,10,Saturday,Autumn
2024-10-27,Makhana,160,377,289,0,1,31,10,Sunday,Autumn
2024-10-28,Makhana,138,239,307,0,1,29,10,Monday,Autumn
2024-10-29,Makhana,141,724,201,0,1,31,10,Tuesday,Autumn
2024-10-30,Makhana,175,549,275,1,1,18,10,Wednesday,Autumn
2024-10-31,Makhana,146,403,217,0,1,20,10,Thursday,Autumn
2024-11-01,Makhana,162,241,283,0,1,36,11,Friday,Autumn
2024-11-02,Makhana,176,610,240,0,1,24,11,Saturday,Autumn
2024-11-03,Makhana,164,446,288,0,1,37,11,Sunday,Autumn
2024-11-04,Makhana,154,292,210,0,1,20,11,Monday,Autumn
2024-11-05,Makhana,170,1018,211,0,1,25,11,Tuesday,Autumn
2024-11-06,Makhana,182,836,274,1,1,19,11,Wednesday,Autumn
2024-11-07,Makhana,192,644,308,1,1,37,11,Thursday,Autumn
2024-11-08,Makhana,165,479,267,0,1,28,11,Friday,Autumn
2024-11-09,Makhana,194,285,290,1,1,18,11,Saturday,Autumn
2024-11-10,Makhana,164,781,208,0,1,33,11,Sunday,Autumn
2024-11-11,Makhana,159,622,287,0,1,29,11,Monday,Autumn
2024-11-12,Makhana,164,458,198,0,1,23,11,Tuesday,Autumn
2024-11-13,Makhana,168,290,231,0,1,32,11,Wednesday,Autumn
2024-11-14,Makhana,179,725,221,1,1,33,11,Thursday,Autumn
2024-11-15,Makhana,164,561,218,0,1,36,11,Friday,Autumn
2024-11-16,Makhana,189,372,190,0,1,23,11,Saturday,Autumn
2024-11-17,Makhana,170,202,292,0,1,27,11,Sunday,Autumn
2024-11-18,Makhana,170,798,299,1,1,24,11,Monday,Autumn
2024-11-19,Makhana,166,632,281,0,1,31,11,Tuesday,Autumn
2024-11-20,Makhana,162,470,225,0,1,33,11,Wednesday,Autumn
2024-11-21,Makhana,165,305,295,0,1,21,11,Thursday,Autumn
2024-11-22,Makhana,190,829,271,1,1,26,11,Friday,Autumn
2024-11-23,Makhana,201,628,208,1,1,36,11,Saturday,Autumn
2024-11-24,Makhana,156,472,272,0,1,30,11,Sunday,Autumn
2024-11-25,Makhana,167,305,281,0,1,27,11,Monday,Autumn
2024-11-26,Makhana,165,646,243,0,1,27,11,Tuesday,Autumn
2024-11-27,Makhana,197,449,314,1,1,33,11,Wednesday,Autumn
2024-11-28,Makhana,164,285,183,1,1,34,11,Thursday,Autumn
2024-11-29,Makhana,158,804,180,0,1,24,11,Friday,Autumn
2024-11-30,Makhana,170,634,215,0,1,35,11,Saturday,Autumn
2024-12-01,Makhana,145,489,195,0,0,20,12,Sunday,Winter
2024-12-02,Makhana,132,357,196,0,0,24,12,Monday,Winter
2024-12-03,Makhana,160,197,311,1,0,28,12,Tuesday,Winter
2024-12-04,Makhana,129,820,269,0,0,24,12,Wednesday,Winter
2024-12-05,Makhana,143,677,266,0,0,30,12,Thursday,Winter
2024-12-06,Makhana,139,538,265,0,0,36,12,Friday,Winter
2024-12-07,Makhana,149,389,212,0,0,27,12,Saturday,Winter
2024-12-08,Makhana,151,238,255,0,0,18,12,Sunday,Winter
2024-12-09,Makhana,130,881,296,0,0,29,12,Monday,Winter
2024-12-10,Makhana,131,750,287,0,0,28,12,Tuesday,Winter
2024-12-11,Makhana,141,609,277,1,0,19,12,Wednesday,Winter
2024-12-12,Makhana,159,450,264,1,0,33,12,Thursday,Winter
2024-12-13,Makhana,151,299,188,1,0,30,12,Friday,Winter
2024-12-14,Makhana,148,151,221,0,0,27,12,Saturday,Winter
2024-12-15,Makhana,155,834,290,0,0,20,12,Sunday,Winter
2024-12-16,Makhana,132,702,319,0,0,32,12,Monday,Winter
2024-12-17,Makhana,153,549,315,1,0,25,12,Tuesday,Winter
2024-12-18,Makhana,145,404,264,1,0,20,12,Wednesday,Winter
2024-12-19,Makhana,133,271,188,0,0,31,12,Thursday,Winter
2024-12-20,Makhana,157,891,281,1,0,19,12,Friday,Winter
2024-12-21,Makhana,149,742,289,0,0,25,12,Saturday,Winter
2024-12-22,Makhana,149,593,291,0,0,31,12,Sunday,Winter
2024-12-23,Makhana,139,454,313,0,0,32,12,Monday,Winter
2024-12-24,Makhana,134,320,222,0,0,31,12,Tuesday,Winter
2024-12-25,Makhana,135,185,235,0,0,32,12,Wednesday,Winter
2024-12-26,Makhana,128,805,247,0,0,31,12,Thursday,Winter
2024-12-27,Makhana,136,669,315,0,0,23,12,Friday,Winter
2024-12-28,Makhana,152,517,297,0,0,35,12,Saturday,Winter
2024-12-29,Makhana,141,376,242,0,0,29,12,Sunday,Winter
2024-12-30,Makhana,134,242,214,0,0,24,12,Monday,Winter
2024-12-31,Makhana,137,979,230,0,0,28,12,Tuesday,Winter
2025-01-01,Makhana,137,842,198,0,0,35,1,Wednesday,Winter
2025-01-02,Makhana,150,692,207,1,0,37,1,Thursday,Winter
2025-01-03,Makhana,150,542,278,1,0,19,1,Friday,Winter
2025-01-04,Makhana,146,396,233,0,0,33,1,Saturday,Winter
2025-01-05,Makhana,148,248,264,0,0,25,1,Sunday,Winter
2025-01-06,Makhana,133,678,313,0,0,36,1,Monday,Winter
2025-01-07,Makhana,141,537,266,0,0,32,1,Tuesday,Winter
2025-01-08,Makhana,139,398,270,0,0,30,1,Wednesday,Winter
2025-01-09,Makhana,134,264,226,0,0,25,1,Thursday,Winter
2025-01-10,Makhana,132,978,263,0,0,23,1,Friday,Winter
2025-01-11,Makhana,153,825,269,0,0,25,1,Saturday,Winter
2025-01-12,Makhana,142,683,296,0,0,34,1,Sunday,Winter
2025-01-13,Makhana,134,549,237,0,0,35,1,Monday,Winter
2025-01-14,Makhana,138,411,313,0,0,30,1,Tuesday,Winter
2025-01-15,Makhana,133,278,182,0,0,20,1,Wednesday,Winter
2025-01-16,Makhana,128,150,295,0,0,30,1,Thursday,Winter
2025-01-17,Makhana,128,866,305,0,0,28,1,Friday,Winter
2025-01-18,Makhana,142,724,204,0,0,33,1,Saturday,Winter
2025-01-19,Makhana,161,563,259,1,0,29,1,Sunday,Winter
2025-01-20,Makhana,127,436,268,0,0,30,1,Monday,Winter
2025-01-21,Makhana,139,297,275,0,0,26,1,Tuesday,Winter
2025-01-22,Makhana,140,157,189,0,0,37,1,Wednesday,Winter
2025-01-23,Makhana,135,536,304,0,0,26,1,Thursday,Winter
2025-01-24,Makhana,140,396,288,0,0,26,1,Friday,Winter
2025-01-25,Makhana,167,229,248,1,0,22,1,Saturday,Winter
2025-01-26,Makhana,161,756,288,1,0,27,1,Sunday,Winter
2025-01-27,Makhana,134,622,289,0,0,26,1,Monday,Winter
2025-01-28,Makhana,131,491,221,0,0,30,1,Tuesday,Winter
2025-01-29,Makhana,138,353,252,0,0,37,1,Wednesday,Winter
2025-01-30,Makhana,137,216,239,0,0,24,1,Thursday,Winter
2025-01-31,Makhana,153,838,268,1,0,35,1,Friday,Winter
2025-02-01,Makhana,130,708,192,0,0,24,2,Saturday,Winter
2025-02-02,Makhana,134,574,278,0,0,35,2,Sunday,Winter
2025-02-03,Makhana,118,456,248,0,0,36,2,Monday,Winter
2025-02-04,Makhana,117,339,305,0,0,32,2,Tuesday,Winter
2025-02-05,Makhana,142,197,247,1,0,32,2,Wednesday,Winter
2025-02-06,Makhana,121,933,214,0,0,31,2,Thursday,Winter
2025-02-07,Makhana,117,816,228,0,0,33,2,Friday,Winter
2025-02-08,Makhana,135,681,259,0,0,37,2,Saturday,Winter
2025-02-09,Makhana,155,526,189,1,0,19,2,Sunday,Winter
2025-02-10,Makhana,120,406,313,0,0,34,2,Monday,Winter
2025-02-11,Makhana,125,281,205,0,0,36,2,Tuesday,Winter
2025-02-12,Makhana,117,164,254,0,0,23,2,Wednesday,Winter
2025-02-13,Makhana,117,567,269,0,0,33,2,Thursday,Winter
2025-02-14,Makhana,121,446,238,0,0,25,2,Friday,Winter
2025-02-15,Makhana,152,294,250,1,0,26,2,Saturday,Winter
2025-02-16,Makhana,130,164,235,0,0,21,2,Sunday,Winter
2025-02-17,Makhana,117,829,283,0,0,24,2,Monday,Winter
2025-02-18,Makhana,138,691,266,1,0,26,2,Tuesday,Winter
2025-02-19,Makhana,140,551,242,1,0,21,2,Wednesday,Winter
2025-02-20,Makhana,125,426,306,0,0,34,2,Thursday,Winter
2025-02-21,Makhana,119,307,227,0,0,20,2,Friday,Winter
2025-02-22,Makhana,143,164,193,1,0,33,2,Saturday,Winter
2025-02-23,Makhana,126,743,261,0,0,35,2,Sunday,Winter
2025-02-24,Makhana,120,623,206,0,0,32,2,Monday,Winter
2025-02-25,Makhana,140,483,258,1,0,20,2,Tuesday,Winter
2025-02-26,Makhana,123,360,277,0,0,25,2,Wednesday,Winter
2025-02-27,Makhana,118,242,192,0,0,18,2,Thursday,Winter
2025-02-28,Makhana,123,700,272,0,0,19,2,Friday,Winter
2025-03-01,Makhana,134,566,217,0,0,31,3,Saturday,Summer
2025-03-02,Makhana,131,435,280,0,0,31,3,Sunday,Summer
2025-03-03,Makhana,142,293,264,1,0,20,3,Monday,Summer
2025-03-04,Makhana,137,156,307,1,0,34,3,Tuesday,Summer
2025-03-05,Makhana,124,616,309,0,0,21,3,Wednesday,Summer
2025-03-06,Makhana,120,496,260,0,0,24,3,Thursday,Summer
2025-03-07,Makhana,134,362,195,1,0,36,3,Friday,Summer
2025-03-08,Makhana,139,223,245,0,0,26,3,Saturday,Summer
2025-03-09,Makhana,131,748,201,0,0,19,3,Sunday,Summer
2025-03-10,Makhana,115,633,197,0,0,24,3,Monday,Summer
2025-03-11,Makhana,127,506,311,1,0,21,3,Tuesday,Summer
2025-03-12,Makhana,125,381,238,0,0,18,3,Wednesday,Summer
2025-03-13,Makhana,123,258,249,0,0,33,3,Thursday,Summer
